areaId,areaName,observedAt,riskScore,ruleConcernLevel,targetElevatedConcern,labelSource,rainfallLatestMm,rainfall1hMm,rainfall3hMm,rainfall24hMm,rainfall72hMm,antecedentWetnessMm,antecedentRainfallIndex,riverLatestM,riverDelta1hM,riverDelta3hM,riverTrendCode,rateOfRiseMPerHour,dataFreshnessScore,sourceCoverage,decisionReliabilityScore,confidence,warningActive,warningStatus,areaRelevanceScore,nearestStationDistanceKm
toongabbie,"Toongabbie, NSW",2026-06-27T04:31:49.940Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:31:49.959Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:31:49.959Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:31:49.959Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:32:45.659Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:32:45.659Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:32:45.659Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:32:45.663Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:32:45.663Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:32:45.663Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:33:43.029Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:33:43.029Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:33:43.029Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:33:43.555Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:33:43.555Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:33:43.555Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:34:39.193Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:34:39.193Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:34:39.193Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:34:41.770Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:34:41.770Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:34:41.770Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:36:00.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:36:00.044Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:36:00.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:36:01.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:36:01.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:36:01.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:37:01.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:37:01.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:37:01.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:37:02.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:37:02.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:37:02.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:38:02.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:38:02.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:38:02.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:38:03.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:38:03.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:38:03.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:38:58.141Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:38:58.141Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:38:58.141Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:39:03.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:39:03.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:39:03.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:39:50.047Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:39:50.047Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:39:50.047Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:40:04.043Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:40:04.043Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:40:04.043Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:40:30.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:40:30.045Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:40:30.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:41:05.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:41:05.044Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:41:05.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:41:30.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:41:30.044Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:41:30.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:42:06.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:42:06.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:42:06.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:42:30.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:42:30.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:42:30.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:43:07.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:43:07.044Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:43:07.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:43:29.087Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:43:29.087Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:43:29.087Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:43:49.059Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:43:49.059Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:43:49.059Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:44:30.041Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:44:30.041Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:44:30.041Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:44:30.046Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:44:30.046Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:44:30.046Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:45:25.648Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:45:25.648Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:45:25.648Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:45:25.666Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:45:25.666Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:45:25.666Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:45:49.058Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:45:49.058Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:45:49.058Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:45:50.050Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:45:50.050Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:45:50.050Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:46:21.235Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:46:21.235Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:46:21.235Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:46:22.428Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:46:22.428Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:46:22.428Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:46:49.059Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:46:49.059Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:46:49.059Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:46:50.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:46:50.045Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:46:50.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:47:17.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:47:17.045Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:47:17.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:47:17.062Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:47:17.062Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:47:17.062Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:47:49.061Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:47:49.061Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:47:49.061Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:47:50.047Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:47:50.047Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:47:50.047Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:48:16.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:48:16.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:48:16.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:48:17.041Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:48:17.041Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:48:17.041Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:48:49.059Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:48:49.059Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:48:49.059Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:48:50.049Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:48:50.049Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:48:50.049Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:49:16.043Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:49:16.043Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:49:16.043Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:49:17.043Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:49:17.043Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:49:17.043Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:49:49.057Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:49:49.057Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:49:49.057Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:49:59.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:49:59.044Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:49:59.044Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:50:16.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:50:16.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:50:16.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:50:37.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:50:37.045Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:50:37.045Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:50:49.056Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:50:49.056Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:50:49.056Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:51:00.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T04:51:00.042Z,19,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T04:51:00.042Z,21,Low,0,rule_derived,0,0,0,0,0,0,,7.349999904632568,,,,,0,0,100,100,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T04:51:29.055Z,21,Low,0,rule_derived,0,0,0,0,0,0,,0.9900000095367432,,,,,0,0,100,100,,,100,0
