areaId,areaName,observedAt,riskScore,ruleConcernLevel,targetElevatedConcern,labelSource,rainfallLatestMm,rainfall1hMm,rainfall3hMm,rainfall24hMm,rainfall72hMm,antecedentWetnessMm,antecedentRainfallIndex,riverLatestM,riverDelta1hM,riverDelta3hM,riverTrendCode,rateOfRiseMPerHour,dataFreshnessScore,sourceCoverage,decisionReliabilityScore,confidence,warningActive,warningStatus,areaRelevanceScore,nearestStationDistanceKm
toongabbie,"Toongabbie, NSW",2026-06-24T16:45:58.477Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:46:12.483Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:46:12.483Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:46:12.483Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:46:58.472Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:46:58.472Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:46:58.472Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:46:58.475Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:46:58.475Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:46:58.475Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:47:13.469Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:47:13.469Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:47:13.469Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:47:58.471Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:47:58.471Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:47:58.471Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:47:58.473Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:47:58.473Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:47:58.473Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:48:53.469Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:48:53.469Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:48:53.469Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:48:58.470Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:48:58.470Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:48:58.470Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:48:58.474Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:48:58.474Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:48:58.474Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:49:54.469Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:49:54.469Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:49:54.469Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:49:58.469Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:49:58.469Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:49:58.469Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:49:58.472Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:49:58.472Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:49:58.472Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:50:55.463Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:50:55.463Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:50:55.463Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:50:58.468Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:50:58.468Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:50:58.468Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:50:58.470Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:50:58.470Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:50:58.470Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:51:56.463Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:51:56.463Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:51:56.463Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:51:58.469Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:51:58.469Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:51:58.469Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:51:58.472Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:51:58.472Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:51:58.472Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:52:57.465Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:52:57.465Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:52:57.465Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:52:58.465Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:52:58.465Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:52:58.465Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:52:58.469Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:52:58.469Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:52:58.469Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:53:58.461Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:53:58.461Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:53:58.461Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:53:58.463Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:53:58.463Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:53:58.463Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:53:58.675Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:53:58.675Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:53:58.675Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:54:58.459Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:54:58.459Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:54:58.459Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:54:58.461Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:54:58.461Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:54:58.461Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:54:58.686Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:54:58.686Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:54:58.686Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:55:58.459Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:55:58.459Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:55:58.459Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:55:58.462Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:55:58.462Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:55:58.462Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:55:58.657Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:55:58.657Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:55:58.657Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:56:58.460Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:56:58.460Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:56:58.460Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:56:58.462Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:56:58.462Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:56:58.462Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:56:58.754Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:56:58.754Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:56:58.754Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:57:58.455Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:57:58.455Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:57:58.455Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:57:58.457Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:57:58.457Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:57:58.457Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:57:58.638Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:57:58.638Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:57:58.638Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:58:58.457Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:58:58.457Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:58:58.457Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:58:58.459Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:58:58.459Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:58:58.459Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:58:58.693Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:58:58.693Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:58:58.693Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:59:58.460Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:59:58.460Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:59:58.460Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:59:58.464Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:59:58.464Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:59:58.464Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T16:59:58.660Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T16:59:58.660Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T16:59:58.660Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:00:58.515Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:00:58.515Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:00:58.515Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:00:58.517Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:00:58.517Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:00:58.517Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:00:58.794Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:00:58.794Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:00:58.794Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:01:58.505Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:01:58.505Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:01:58.505Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:01:58.507Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:01:58.507Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:01:58.507Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:01:58.745Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:01:58.745Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:01:58.745Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:02:58.503Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:02:58.503Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:02:58.503Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:02:58.505Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:02:58.505Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:02:58.505Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:02:58.672Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:02:58.672Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:02:58.672Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:03:58.505Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:03:58.505Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:03:58.505Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:03:58.508Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:03:58.508Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:03:58.508Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:03:58.767Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:03:58.767Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:03:58.767Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T17:04:58.501Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T17:04:58.501Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T17:04:58.501Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
